transaction_id,customer_id,amount,status,transaction_time,updated_at
T00064,C0019,3915350.38,SUCCESS,2024-03-28 21:00:00,2024-03-28 21:11:00
T00064,C0019,3915350.38,FAILED,2024-03-28 21:00:00,2024-03-30 15:11:00
T00064,C0019,3915350.38,FAILED,2024-03-28 21:00:00,2024-03-31 05:11:00
T00065,C0015,3539470.13,SUCCESS,2024-04-16 16:00:00,2024-04-16 16:30:00
T00066,C0015,2183516.72,FAILED,2024-03-18 10:00:00,2024-03-18 10:27:00
T00067,C0015,2853549.73,SUCCESS,2024-03-22 00:00:00,2024-03-22 00:15:00
T00068,C0011,1405495.86,SUCCESS,2024-04-26 08:00:00,2024-04-26 08:17:00
T00068,C0011,1405495.86,SUCCESS,2024-04-26 08:00:00,2024-04-26 21:17:00
T00068,C0011,1405495.86,FAILED,2024-04-26 08:00:00,2024-04-27 11:17:00
T00069,C0016,2246391.0,SUCCESS,2024-03-19 07:00:00,2024-03-19 07:12:00
T00070,C0017,1725349.4,PENDING,2024-04-05 10:00:00,2024-04-05 10:11:00
T00071,C0007,1584584.24,FAILED,2024-04-30 22:00:00,2024-04-30 22:05:00
T00072,C0017,2987985.8,PENDING,2024-04-23 06:00:00,2024-04-23 06:09:00
T00073,C0017,-1,SUCCESS,2024-04-23 06:00:00,2024-04-23 06:09:00
T00074,C0018,1467761.86,PENDING,2024-04-10 15:00:00,2024-04-10 15:03:00
T00075,C0006,4827833.24,SUCCESS,2024-04-25 15:00:00,2024-04-25 15:03:00
T00076,C0002,767117.76,FAILED,2024-04-30 09:00:00,2024-04-30 09:02:00
T00077,C0020,1136178.81,SUCCESS,2024-03-29 14:00:00,2024-03-29 14:09:00
T00078,C0020,4800942.8,SUCCESS,2024-04-18 06:00:00,2024-04-18 06:20:00
T00079,C0003,791097.75,SUCCESS,2024-04-14 19:00:00,2024-04-14 19:15:00
T00080,C0015,365187.0,SUCCESS,2024-03-17 20:00:00,2024-03-17 20:18:00
T00081,C0005,4542973.11,FAILED,2024-03-05 01:00:00,2024-03-05 01:05:00
T00082,C0015,630524.75,SUCCESS,2024-04-14 12:00:00,2024-04-14 12:30:00
T00083,C0014,3675324.28,SUCCESS,2024-03-02 02:00:00,2024-03-02 02:07:00
T00084,C0009,2885472.45,FAILED,2024-03-12 15:00:00,2024-03-12 15:16:00
T00085,C0016,4845585.63,SUCCESS,2024-03-27 10:00:00,2024-03-27 10:10:00
T00086,C0010,3316291.85,SUCCESS,2024-04-18 17:00:00,2024-04-18 17:01:00
T00087,C0013,4325903.81,FAILED,2024-03-01 21:00:00,2024-03-01 21:27:00
T00088,C0016,3130789.62,FAILED,2024-03-14 08:00:00,2024-03-14 08:17:00
T00089,C0001,4866002.61,SUCCESS,2024-03-16 22:00:00,2024-03-16 22:05:00
T00090,,209915.44,SUCCESS,2024-03-16 22:00:00,2024-03-16 22:05:00
T00091,C0015,4735833.1,SUCCESS,2024-03-10 15:00:00,2024-03-10 15:29:00
T00092,C0016,1226217.22,SUCCESS,2024-03-25 06:00:00,2024-03-25 06:29:00
T00093,C0014,1705977.46,FAILED,2024-03-18 00:00:00,2024-03-18 00:09:00
T00094,C0005,2238271.49,SUCCESS,2024-03-22 17:00:00,2024-03-22 17:24:00
T00095,C0008,2863270.23,SUCCESS,2024-04-19 13:00:00,2024-04-19 13:01:00
T00096,C0005,2481689.96,SUCCESS,2024-04-02 18:00:00,2024-04-02 18:10:00
T00097,C0015,86584.51,SUCCESS,2024-04-25 20:00:00,2024-04-25 20:04:00
T00097,C0015,86584.51,FAILED,2024-04-25 20:00:00,2024-04-26 13:04:00
T00098,C0018,1906246.89,SUCCESS,2024-04-15 15:00:00,2024-04-15 15:27:00
T00099,C0010,4987155.36,FAILED,2024-03-28 03:00:00,2024-03-28 03:24:00
T00100,C0001,239494.93,FAILED,2024-03-19 11:00:00,2024-03-19 11:11:00
T00101,C0006,858218.41,SUCCESS,2024-04-25 12:00:00,2024-04-25 12:19:00
T00102,C0009,2303256.79,SUCCESS,2024-04-27 14:00:00,2024-04-27 14:28:00
T00103,C0019,1502779.7,PENDING,2024-04-14 08:00:00,2024-04-14 08:14:00
T00104,C0008,1913007.85,SUCCESS,2024-03-19 22:00:00,2024-03-19 22:09:00
T00104,C0008,1913007.85,FAILED,2024-03-19 22:00:00,2024-03-21 17:09:00
T00104,C0008,1913007.85,PENDING,2024-03-19 22:00:00,2024-03-22 12:09:00
T00105,C0016,4165866.11,PENDING,2024-04-19 07:00:00,2024-04-19 07:19:00
T00106,C0005,3144958.04,PENDING,2024-04-11 01:00:00,2024-04-11 01:09:00
T00107,,188782.0,SUCCESS,2024-04-11 01:00:00,2024-04-11 01:09:00
T00108,C0014,886443.95,SUCCESS,2024-04-04 11:00:00,2024-04-04 11:16:00
T00109,C0016,4837246.54,SUCCESS,2024-04-25 10:00:00,2024-04-25 10:25:00
T00109,C0016,4837246.54,SUCCESS,2024-04-25 10:00:00,2024-04-25 15:25:00
T00110,C0013,4836676.04,FAILED,2024-03-24 02:00:00,2024-03-24 02:25:00
T00111,C0009,2926954.86,FAILED,2024-04-30 11:00:00,2024-04-30 11:03:00
T00112,C0011,4577126.98,SUCCESS,2024-03-05 20:00:00,2024-03-05 20:26:00
T00113,C0002,4731845.05,SUCCESS,2024-04-01 03:00:00,2024-04-01 03:03:00
T00114,C0018,2101442.5,FAILED,2024-03-10 13:00:00,2024-03-10 13:20:00
T00114,C0018,2101442.5,PENDING,2024-03-10 13:00:00,2024-03-11 21:20:00
T00115,C0018,-1,FAILED,2024-03-10 13:00:00,2024-03-10 13:20:00
T00116,C0012,505779.58,SUCCESS,2024-04-04 20:00:00,2024-04-04 20:11:00
T00116,C0012,505779.58,SUCCESS,2024-04-04 20:00:00,2024-04-05 14:11:00
T00117,C0007,3212105.29,SUCCESS,2024-03-02 01:00:00,2024-03-02 01:25:00
T00118,C0018,1043715.28,SUCCESS,2024-04-25 07:00:00,2024-04-25 07:10:00
T00119,C0005,4937761.25,SUCCESS,2024-04-21 05:00:00,2024-04-21 05:03:00
T00120,,17281.56,SUCCESS,2024-04-21 05:00:00,2024-04-21 05:03:00
T00121,C9271,35675.52,PENDING,2024-04-21 05:00:00,2024-04-21 05:03:00
T00122,C0014,2635166.78,FAILED,2024-03-31 14:00:00,2024-03-31 14:24:00
T00123,C0020,226391.53,FAILED,2024-04-25 21:00:00,2024-04-25 21:16:00
T00124,C0020,-1,FAILED,2024-04-25 21:00:00,2024-04-25 21:16:00
T00125,C0016,3564882.56,SUCCESS,2024-04-27 02:00:00,2024-04-27 02:10:00
T00126,C0018,3563642.45,SUCCESS,2024-04-08 16:00:00,2024-04-08 16:09:00
T00127,C0018,3606991.18,SUCCESS,2024-03-29 07:00:00,2024-03-29 07:13:00
T00128,C0014,1569492.62,SUCCESS,2024-03-10 21:00:00,2024-03-10 21:29:00
T00129,C0012,4060728.73,SUCCESS,2024-04-07 17:00:00,2024-04-07 17:17:00
T00130,C0014,4341779.82,FAILED,2024-03-19 19:00:00,2024-03-19 19:09:00
T00131,C0008,4237901.49,SUCCESS,2024-04-05 11:00:00,2024-04-05 11:03:00
T00132,C0020,3071730.67,SUCCESS,2024-03-02 19:00:00,2024-03-02 19:29:00
T00133,C0020,-1,FAILED,2024-03-02 19:00:00,2024-03-02 19:29:00
T00134,C0006,4350614.91,SUCCESS,2024-03-26 02:00:00,2024-03-26 02:04:00
T00135,C0013,2104964.14,SUCCESS,2024-03-24 09:00:00,2024-03-24 09:23:00
T00136,C0005,795475.39,SUCCESS,2024-04-13 02:00:00,2024-04-13 02:08:00
T00137,C0007,3777166.29,SUCCESS,2024-03-28 03:00:00,2024-03-28 03:09:00
T00138,C0008,1982364.35,SUCCESS,2024-03-01 06:00:00,2024-03-01 06:09:00
T00139,C0004,48572.23,FAILED,2024-03-12 04:00:00,2024-03-12 04:12:00
T00140,C0012,369656.73,PENDING,2024-03-03 13:00:00,2024-03-03 13:00:00
T00141,C0013,3550399.82,SUCCESS,2024-03-08 12:00:00,2024-03-08 12:00:00
T00142,C0012,449768.11,FAILED,2024-03-16 13:00:00,2024-03-16 13:18:00
T00143,C0008,1672012.43,SUCCESS,2024-04-02 20:00:00,2024-04-02 20:03:00
T00144,C0005,1188981.56,SUCCESS,2024-03-13 05:00:00,2024-03-13 05:19:00
T00145,C0016,2325125.81,SUCCESS,2024-04-07 14:00:00,2024-04-07 14:21:00
T00146,C0011,763277.43,SUCCESS,2024-03-29 20:00:00,2024-03-29 20:09:00
T00147,C0015,2265050.18,SUCCESS,2024-04-23 09:00:00,2024-04-23 09:02:00
T00148,C0013,2318931.18,SUCCESS,2024-04-20 23:00:00,2024-04-20 23:28:00
T00148,C0013,2318931.18,PENDING,2024-04-20 23:00:00,2024-04-22 12:28:00
T00148,C0013,2318931.18,FAILED,2024-04-20 23:00:00,2024-04-23 08:28:00
T00149,C0011,4912104.05,SUCCESS,2024-04-11 05:00:00,2024-04-11 05:01:00
T00150,C0006,1825850.82,PENDING,2024-03-25 13:00:00,2024-03-25 13:24:00
T00151,C0003,1655156.87,SUCCESS,2024-03-25 09:00:00,2024-03-25 09:08:00
T00152,C0011,416694.92,SUCCESS,2024-04-28 11:00:00,2024-04-28 11:09:00
T00153,C0003,1554813.62,SUCCESS,2024-04-20 10:00:00,2024-04-20 10:26:00
T00154,C0017,476330.3,SUCCESS,2024-04-02 11:00:00,2024-04-02 11:00:00
T00155,C0016,968106.12,PENDING,2024-03-10 02:00:00,2024-03-10 02:09:00
T00156,C0017,198359.99,SUCCESS,2024-04-19 19:00:00,2024-04-19 19:04:00
T00157,C0020,4047128.16,SUCCESS,2024-03-29 01:00:00,2024-03-29 01:13:00
T00158,C0015,1177674.69,SUCCESS,2024-04-21 15:00:00,2024-04-21 15:28:00
T00159,C0015,3849498.37,FAILED,2024-04-02 16:00:00,2024-04-02 16:13:00
T00160,C0009,270377.22,SUCCESS,2024-03-24 17:00:00,2024-03-24 17:29:00
T00160,C0009,270377.22,SUCCESS,2024-03-24 17:00:00,2024-03-26 03:29:00
T00160,C0009,270377.22,FAILED,2024-03-24 17:00:00,2024-03-26 09:29:00
T00161,C0003,4732602.18,SUCCESS,2024-03-29 11:00:00,2024-03-29 11:29:00
T00161,C0003,4732602.18,FAILED,2024-03-29 11:00:00,2024-03-29 15:29:00
T00162,C0001,1600237.53,SUCCESS,2024-04-15 20:00:00,2024-04-15 20:10:00
T00163,C0005,3796617.36,SUCCESS,2024-04-09 00:00:00,2024-04-09 00:28:00
T00163,C0005,3796617.36,SUCCESS,2024-04-09 00:00:00,2024-04-09 17:28:00
T00164,C0004,3883101.44,SUCCESS,2024-03-08 01:00:00,2024-03-08 01:07:00
T00165,C0016,2987727.82,SUCCESS,2024-04-02 18:00:00,2024-04-02 18:07:00
T00166,C0016,-18287.99,FAILED,2024-04-02 18:00:00,2024-04-02 18:07:00
T00167,C0003,2622187.94,SUCCESS,2024-04-03 17:00:00,2024-04-03 17:16:00
T00168,C0003,0,PENDING,2024-04-03 17:00:00,2024-04-03 17:16:00
T00169,C0012,1275714.8,SUCCESS,2024-04-20 02:00:00,2024-04-20 02:11:00
T00170,C0011,675713.85,SUCCESS,2024-03-22 20:00:00,2024-03-22 20:05:00
T00171,C0006,4059373.43,SUCCESS,2024-04-19 14:00:00,2024-04-19 14:01:00
T00172,,107740.22,SUCCESS,2024-04-19 14:00:00,2024-04-19 14:01:00
T00173,C0013,4945722.28,SUCCESS,2024-03-17 01:00:00,2024-03-17 01:24:00
T00174,C9671,172643.1,SUCCESS,2024-03-17 01:00:00,2024-03-17 01:24:00
T00175,C0012,2190387.4,SUCCESS,2024-03-29 12:00:00,2024-03-29 12:10:00
T00176,C0017,1340936.27,SUCCESS,2024-03-28 02:00:00,2024-03-28 02:13:00
T00177,C0003,1646320.33,SUCCESS,2024-03-29 19:00:00,2024-03-29 19:22:00
T00178,C9890,456687.54,PENDING,2024-03-29 19:00:00,2024-03-29 19:22:00
T00179,C0014,1380031.25,PENDING,2024-04-30 01:00:00,2024-04-30 01:02:00
T00180,C0006,4764419.09,SUCCESS,2024-04-08 21:00:00,2024-04-08 21:25:00
T00181,C0012,1920443.46,SUCCESS,2024-04-08 04:00:00,2024-04-08 04:21:00
T00182,C0005,2652004.81,SUCCESS,2024-04-11 08:00:00,2024-04-11 08:07:00
T00183,,101163.54,PENDING,2024-04-11 08:00:00,2024-04-11 08:07:00
T00184,C0009,3877072.77,FAILED,2024-03-14 19:00:00,2024-03-14 19:09:00
T00185,C0003,2265693.0,PENDING,2024-03-29 02:00:00,2024-03-29 02:25:00
T00186,C0003,2754485.77,SUCCESS,2024-03-20 05:00:00,2024-03-20 05:22:00
T00187,C0008,615598.65,SUCCESS,2024-03-09 07:00:00,2024-03-09 07:25:00
T00188,C0018,657558.44,PENDING,2024-03-05 09:00:00,2024-03-05 09:12:00
T00189,C0019,378016.06,PENDING,2024-04-11 02:00:00,2024-04-11 02:14:00
T00190,C0018,3202571.71,SUCCESS,2024-03-09 13:00:00,2024-03-09 13:16:00
T00191,C0006,818215.13,PENDING,2024-03-15 11:00:00,2024-03-15 11:30:00
T00192,C0018,1379510.66,SUCCESS,2024-04-09 17:00:00,2024-04-09 17:02:00
T00193,C0020,3605957.51,SUCCESS,2024-04-23 18:00:00,2024-04-23 18:01:00
T00194,,32276.28,PENDING,2024-04-23 18:00:00,2024-04-23 18:01:00
T00195,C0007,3837125.41,SUCCESS,2024-04-10 00:00:00,2024-04-10 00:15:00
T00196,C0008,4025393.89,SUCCESS,2024-03-20 14:00:00,2024-03-20 14:02:00
T00197,C0011,3037234.71,SUCCESS,2024-04-15 10:00:00,2024-04-15 10:23:00
T00198,C0017,2812639.57,SUCCESS,2024-03-30 03:00:00,2024-03-30 03:08:00
T00199,C0020,2096492.37,PENDING,2024-04-27 05:00:00,2024-04-27 05:26:00
T00200,C0016,4979887.36,SUCCESS,2024-04-26 09:00:00,2024-04-26 09:15:00
T00200,C0016,4979887.36,PENDING,2024-04-26 09:00:00,2024-04-27 11:15:00
T00201,C9288,252498.16,PENDING,2024-04-26 09:00:00,2024-04-26 09:15:00
T00202,C0016,1435884.42,SUCCESS,2024-03-07 13:00:00,2024-03-07 13:04:00
T00203,C0013,265276.86,SUCCESS,2024-03-24 17:00:00,2024-03-24 17:09:00
T00203,C0013,265276.86,FAILED,2024-03-24 17:00:00,2024-03-26 02:09:00
T00204,C0004,652030.32,SUCCESS,2024-03-24 10:00:00,2024-03-24 10:17:00
T00205,C0017,210871.98,SUCCESS,2024-04-15 10:00:00,2024-04-15 10:25:00
T00206,C0011,4657529.99,SUCCESS,2024-03-26 19:00:00,2024-03-26 19:23:00
T00207,C0016,3546611.63,SUCCESS,2024-04-22 00:00:00,2024-04-22 00:11:00
T00208,C0001,2988578.98,SUCCESS,2024-04-11 18:00:00,2024-04-11 18:18:00
T00209,C0020,3875284.59,SUCCESS,2024-04-22 21:00:00,2024-04-22 21:07:00
T00209,C0020,3875284.59,SUCCESS,2024-04-22 21:00:00,2024-04-24 18:07:00
T00209,C0020,3875284.59,FAILED,2024-04-22 21:00:00,2024-04-25 09:07:00
T00210,C0017,3877111.79,PENDING,2024-04-25 23:00:00,2024-04-25 23:23:00
T00210,C0017,3877111.79,PENDING,2024-04-25 23:00:00,2024-04-26 08:23:00
T00210,C0017,3877111.79,PENDING,2024-04-25 23:00:00,2024-04-26 19:23:00
T00211,C0015,4561499.56,SUCCESS,2024-03-23 21:00:00,2024-03-23 21:24:00
T00212,C0016,969398.2,SUCCESS,2024-04-05 09:00:00,2024-04-05 09:07:00
T00213,C0016,1592033.32,SUCCESS,2024-04-29 23:00:00,2024-04-29 23:08:00
T00214,C0013,4093703.53,PENDING,2024-04-21 04:00:00,2024-04-21 04:09:00
T00214,C0013,4093703.53,SUCCESS,2024-04-21 04:00:00,2024-04-23 02:09:00
T00215,C0007,4141479.0,SUCCESS,2024-04-05 22:00:00,2024-04-05 22:08:00
T00216,C0017,1136101.51,SUCCESS,2024-03-07 13:00:00,2024-03-07 13:10:00
T00217,C9563,489176.25,SUCCESS,2024-03-07 13:00:00,2024-03-07 13:10:00
T00218,C0014,3267935.06,PENDING,2024-03-31 15:00:00,2024-03-31 15:20:00
T00219,C0003,3264970.66,SUCCESS,2024-04-17 23:00:00,2024-04-17 23:27:00
T00220,C0006,4670273.83,SUCCESS,2024-04-23 12:00:00,2024-04-23 12:25:00
T00221,C0002,56243.17,SUCCESS,2024-03-07 10:00:00,2024-03-07 10:09:00
T00222,C0005,4256788.1,SUCCESS,2024-03-13 03:00:00,2024-03-13 03:10:00
T00223,C0011,3955930.65,SUCCESS,2024-04-18 06:00:00,2024-04-18 06:05:00
