order_id,customer_id,province,amount,status,order_date
85,8342,HaNoi,3327998.0,SHIPPING,2025-03-31
86,40339,CanTho,2036315.0,PENDING,2025-06-05
87,18804,HaNoi,3930937.0,CANCELLED,2025-08-27
88,28953,HoChiMinh,1076370.0,SHIPPING,2025-03-28
89,43179,HaNoi,2582106.0,CANCELLED,2025-02-17
90,49227,HaNoi,1558993.0,COMPLETED,2025-03-17
91,1601,HaNoi,4919841.0,PENDING,2025-08-22
92,27161,DongNai,2882598.0,SHIPPING,2025-09-11
93,26192,HaNoi,3283729.0,PENDING,2025-02-24
94,27863,HaNoi,4022508.0,SHIPPING,2025-01-26
95,36531,HaNoi,4243198.0,SHIPPING,2025-03-10
96,30451,HaiPhong,4939583.0,CANCELLED,2025-08-15
97,40151,BinhDuong,4461181.0,SHIPPING,2025-10-08
98,29224,DongNai,3720841.0,SHIPPING,2025-08-19
99,16987,ThanhHoa,4200916.0,CANCELLED,2025-09-24
100,31759,HaiPhong,1380241.0,PENDING,2025-05-27
101,15368,HoChiMinh,1605351.0,PENDING,2025-03-12
102,9885,HaNoi,3472810.0,COMPLETED,2025-02-02
103,27189,HoChiMinh,2717630.0,SHIPPING,2025-02-01
104,13556,BinhDuong,1953489.0,PENDING,2025-10-22
105,24929,DaNang,4714281.0,CANCELLED,2025-07-19
106,27461,CanTho,3675824.0,COMPLETED,2025-09-07
107,14381,HoChiMinh,2433354.0,SHIPPING,2025-06-22
108,43836,NgheAn,2027540.0,COMPLETED,2025-08-28
109,8365,KhanhHoa,2675277.0,SHIPPING,2025-10-16
110,43451,HaNoi,3217321.0,COMPLETED,2025-08-25
111,11910,HaNoi,1901728.0,COMPLETED,2025-08-21
112,21421,HoChiMinh,4399404.0,CANCELLED,2025-08-04
113,16533,BinhDuong,2356831.0,PENDING,2025-06-29
114,14695,HaiPhong,3908353.0,PENDING,2025-01-16
115,16206,HaNoi,111696.0,COMPLETED,2025-05-03
116,8273,DaNang,580803.0,COMPLETED,2025-08-27
117,45841,HoChiMinh,1850787.0,PENDING,2025-03-25
118,20385,HaNoi,138135.0,CANCELLED,2025-10-22
119,44391,DongNai,1882782.0,COMPLETED,2025-02-08
120,38804,NgheAn,3139940.0,PENDING,2025-06-04
121,44844,HaiPhong,614065.0,PENDING,2025-06-27
122,34914,HoChiMinh,1859149.0,CANCELLED,2025-01-07
123,27529,BinhDuong,536639.0,CANCELLED,2025-08-24
124,46355,HaNoi,888923.0,CANCELLED,2025-10-03
125,31687,DaNang,4130416.0,CANCELLED,2025-06-15
126,16089,BinhDuong,442448.0,SHIPPING,2025-05-05
127,49184,DaNang,3055555.0,SHIPPING,2025-06-22
128,1881,DaNang,1631821.0,SHIPPING,2025-04-19
129,23254,BinhDuong,1708291.0,CANCELLED,2025-10-12
130,666,DaNang,963372.0,COMPLETED,2025-07-28
131,32020,CanTho,1209216.0,SHIPPING,2025-09-09
132,29372,BinhDuong,474336.0,COMPLETED,2025-07-27
133,45337,HaNoi,3323161.0,CANCELLED,2025-08-31
134,36273,CanTho,2133264.0,CANCELLED,2025-06-30
135,46063,DaNang,1540049.0,COMPLETED,2025-03-03
136,47271,HaNoi,606578.0,COMPLETED,2025-04-09
137,14181,ThanhHoa,1389733.0,CANCELLED,2025-02-21
138,12722,HoChiMinh,1810797.0,CANCELLED,2025-01-08
139,46401,CanTho,1378814.0,PENDING,2025-10-11
140,19146,NgheAn,640135.0,SHIPPING,2025-02-22
141,804,CanTho,2352291.0,SHIPPING,2025-06-24
142,12083,KhanhHoa,1269867.0,SHIPPING,2025-02-28
143,4283,HoChiMinh,379670.0,PENDING,2025-03-19
144,9778,BinhDuong,4746137.0,PENDING,2025-05-08
145,7763,CanTho,2086708.0,COMPLETED,2025-09-25
146,24929,DaNang,2219178.0,SHIPPING,2025-06-06
147,37266,HaiPhong,3052058.0,PENDING,2025-04-17
148,40994,HaNoi,3305536.0,COMPLETED,2025-05-03
149,11392,CanTho,791098.0,SHIPPING,2025-08-19
150,45179,HaiPhong,1463384.0,COMPLETED,2025-05-28
151,46332,HoChiMinh,4299438.0,PENDING,2025-04-30
152,17338,ThanhHoa,3129039.0,COMPLETED,2025-08-06
153,7522,CanTho,3241697.0,CANCELLED,2025-03-14
154,4680,HaNoi,3965217.0,CANCELLED,2025-08-13
155,8150,DaNang,1527415.0,SHIPPING,2025-05-20
156,32799,CanTho,2194417.0,PENDING,2025-08-10
157,48139,HoChiMinh,1259336.0,PENDING,2025-04-28
158,44191,BinhDuong,2880244.0,PENDING,2025-05-18
159,37765,HaNoi,3783781.0,SHIPPING,2025-09-23
160,42698,HoChiMinh,1398001.0,SHIPPING,2025-09-09
161,5980,DaNang,2047657.0,CANCELLED,2025-02-23
162,10540,HoChiMinh,3471432.0,CANCELLED,2025-07-25
163,49841,CanTho,2279581.0,CANCELLED,2025-05-10
164,21187,HaNoi,3865014.0,PENDING,2025-10-05
165,30277,HoChiMinh,946037.0,CANCELLED,2025-09-13
166,40987,HoChiMinh,267543.0,CANCELLED,2025-10-09
167,8587,DongNai,2196199.0,SHIPPING,2025-03-04
168,1892,KhanhHoa,3048270.0,COMPLETED,2025-03-23
169,20366,CanTho,2765735.0,PENDING,2025-04-26
170,7436,DaNang,596156.0,COMPLETED,2025-09-13
171,46964,HoChiMinh,3530004.0,SHIPPING,2025-09-05
172,30948,HaNoi,2760813.0,SHIPPING,2025-04-08
173,39281,DaNang,4397838.0,PENDING,2025-05-22
174,27194,HoChiMinh,3940710.0,CANCELLED,2025-01-02
175,18537,NgheAn,4189005.0,SHIPPING,2025-03-18
176,29265,CanTho,1732168.0,SHIPPING,2025-08-22
177,21089,BinhDuong,4904065.0,COMPLETED,2025-10-20
178,25099,HaNoi,3879967.0,PENDING,2025-06-12
179,48805,DaNang,4568017.0,SHIPPING,2025-07-17
180,43496,BinhDuong,3263575.0,COMPLETED,2025-09-11
181,2427,HaNoi,4827114.0,CANCELLED,2025-02-21
182,28856,HaNoi,4553104.0,PENDING,2025-03-15
183,26869,DongNai,4850084.0,PENDING,2025-08-29
184,17369,HoChiMinh,3466596.0,PENDING,2025-06-18
185,44195,BinhDuong,1906247.0,CANCELLED,2025-09-07
186,35457,HaNoi,351420.0,CANCELLED,2025-04-27
187,48941,HaNoi,4891905.0,PENDING,2025-08-16
188,10903,NgheAn,4518086.0,PENDING,2025-06-16
189,3678,HoChiMinh,1880457.0,COMPLETED,2025-05-06
190,34811,HoChiMinh,3412184.0,COMPLETED,2025-03-29
191,11474,HaNoi,4355490.0,COMPLETED,2025-09-12
192,38218,HaNoi,2311138.0,CANCELLED,2025-08-24
193,16734,HaiPhong,4495554.0,SHIPPING,2025-05-28
194,44408,CanTho,378571.0,CANCELLED,2025-10-28
195,19606,HaiPhong,2127302.0,CANCELLED,2025-08-22
196,19800,HaNoi,1929619.0,SHIPPING,2025-02-24
197,15546,HoChiMinh,1801206.0,CANCELLED,2025-06-01
198,1438,KhanhHoa,3294567.0,CANCELLED,2025-01-05
199,37089,BinhDuong,3893775.0,PENDING,2025-09-12
200,18757,ThanhHoa,1158291.0,CANCELLED,2025-04-23
201,41722,HaNoi,1260628.0,COMPLETED,2025-02-19
202,41122,HaiPhong,1551575.0,SHIPPING,2025-01-18
203,37983,HoChiMinh,665745.0,CANCELLED,2025-06-17
204,48987,HoChiMinh,1011966.0,CANCELLED,2025-09-29
205,32886,DongNai,4154058.0,CANCELLED,2025-09-04
206,19343,ThanhHoa,1700189.0,PENDING,2025-08-28
207,4935,HaNoi,4832836.0,SHIPPING,2025-10-13
208,23972,HaNoi,1978927.0,CANCELLED,2025-10-02
209,8100,DaNang,3367414.0,CANCELLED,2025-10-27
210,24971,BinhDuong,4702057.0,PENDING,2025-04-30
211,30899,HaNoi,4422332.0,CANCELLED,2025-04-24
212,42445,HaNoi,4121038.0,CANCELLED,2025-07-29
213,7647,HaNoi,4731845.0,CANCELLED,2025-09-10
214,7611,HaNoi,4437424.0,COMPLETED,2025-07-18
215,29730,HoChiMinh,4747410.0,SHIPPING,2025-10-28
216,48646,NgheAn,4428215.0,PENDING,2025-09-08
217,40348,HoChiMinh,4758092.0,PENDING,2025-07-09
218,14239,HoChiMinh,4753270.0,CANCELLED,2025-02-20
219,44937,HoChiMinh,4509464.0,CANCELLED,2025-02-01
220,26093,HoChiMinh,4841352.0,SHIPPING,2025-02-16
221,43436,HaNoi,3201070.0,PENDING,2025-01-26
222,21857,HaNoi,638360.0,COMPLETED,2025-02-05
223,36321,HaNoi,1087597.0,COMPLETED,2025-06-18
224,9671,ThanhHoa,2983948.0,CANCELLED,2025-03-16
225,8520,CanTho,3994584.0,PENDING,2025-01-14
226,8638,HaNoi,3952023.0,COMPLETED,2025-06-15
227,1035,HaNoi,271471.0,SHIPPING,2025-09-27
228,7449,ThanhHoa,2386467.0,CANCELLED,2025-09-20
229,38907,HaNoi,2524155.0,PENDING,2025-09-24
230,19768,DaNang,4820491.0,PENDING,2025-09-03
231,26321,HoChiMinh,548730.0,SHIPPING,2025-02-07
232,5295,HoChiMinh,750186.0,COMPLETED,2025-05-21
233,40916,HaiPhong,2746299.0,CANCELLED,2025-07-15
234,39151,CanTho,2274040.0,SHIPPING,2025-02-20
235,45992,HaNoi,3277018.0,COMPLETED,2025-08-09
236,29594,DongNai,2074930.0,SHIPPING,2025-07-24
237,27263,NgheAn,1569616.0,CANCELLED,2025-05-11
238,24531,KhanhHoa,3437237.0,SHIPPING,2025-02-04
239,5979,BinhDuong,475218.0,PENDING,2025-07-10
240,8528,CanTho,2936461.0,CANCELLED,2025-03-04
241,26923,HoChiMinh,3330049.0,SHIPPING,2025-01-27
242,18851,HaiPhong,1764714.0,COMPLETED,2025-03-21
243,43040,DaNang,4237901.0,CANCELLED,2025-10-12
244,24089,HaNoi,1400055.0,COMPLETED,2025-08-08
245,36764,KhanhHoa,4093950.0,PENDING,2025-05-17
246,1898,HaNoi,3516467.0,CANCELLED,2025-06-23
247,23005,HaNoi,4350615.0,SHIPPING,2025-02-05
248,9298,ThanhHoa,4859333.0,PENDING,2025-09-29
249,14099,HoChiMinh,2273692.0,COMPLETED,2025-07-09
250,20424,NgheAn,3886410.0,PENDING,2025-01-27
251,10197,HaNoi,3093013.0,PENDING,2025-05-20
252,29040,HaiPhong,2433452.0,SHIPPING,2025-08-01
253,17903,HaNoi,2566608.0,CANCELLED,2025-08-09
254,7268,HoChiMinh,3395646.0,SHIPPING,2025-09-27
255,43722,HoChiMinh,1110387.0,PENDING,2025-01-04
256,13398,HoChiMinh,1064058.0,COMPLETED,2025-05-11
257,18970,HoChiMinh,48572.0,SHIPPING,2025-03-31
258,8467,HoChiMinh,3521320.0,CANCELLED,2025-02-06
259,26023,BinhDuong,221088.0,PENDING,2025-08-24
260,5103,BinhDuong,2883038.0,SHIPPING,2025-08-02
261,18974,HaNoi,114074.0,CANCELLED,2025-03-29
262,40510,DaNang,3451154.0,CANCELLED,2025-02-15
263,28621,BinhDuong,1224149.0,SHIPPING,2025-09-26
264,5155,HoChiMinh,1558270.0,CANCELLED,2025-04-24
265,21828,ThanhHoa,391133.0,PENDING,2025-09-29
266,33421,HaNoi,3883379.0,CANCELLED,2025-03-17
267,15485,HaNoi,1287281.0,COMPLETED,2025-03-20
268,49822,ThanhHoa,386013.0,SHIPPING,2025-08-26
269,49444,CanTho,2901546.0,CANCELLED,2025-06-11
270,9894,HoChiMinh,2349916.0,CANCELLED,2025-05-21
271,38760,HaNoi,2541611.0,CANCELLED,2025-08-25
272,29617,HaNoi,1850001.0,CANCELLED,2025-02-09
273,42249,BinhDuong,4277914.0,SHIPPING,2025-08-25
274,38033,CanTho,3961171.0,PENDING,2025-08-19
275,37465,HaiPhong,1614419.0,SHIPPING,2025-09-14
276,9887,KhanhHoa,2258110.0,CANCELLED,2025-02-13
277,33067,HaiPhong,205319.0,SHIPPING,2025-08-13
278,34346,DaNang,802144.0,CANCELLED,2025-05-25
279,25390,HoChiMinh,1698452.0,PENDING,2025-06-21
280,4320,HoChiMinh,2794236.0,SHIPPING,2025-05-26
281,16515,NgheAn,3286255.0,COMPLETED,2025-06-20
282,5342,CanTho,715728.0,CANCELLED,2025-06-08
283,42996,NgheAn,1965870.0,PENDING,2025-06-08
284,36630,HoChiMinh,3960393.0,COMPLETED,2025-09-27
285,6125,HaiPhong,2122798.0,CANCELLED,2025-01-10
286,23764,HoChiMinh,4756335.0,CANCELLED,2025-09-06
287,12584,HaNoi,696451.0,PENDING,2025-06-01
288,6629,DaNang,2703456.0,PENDING,2025-06-22
289,40504,HaNoi,1889832.0,COMPLETED,2025-04-03
290,45407,ThanhHoa,4047128.0,COMPLETED,2025-08-13
291,2864,HoChiMinh,3385051.0,COMPLETED,2025-08-16
292,40016,HoChiMinh,3745197.0,SHIPPING,2025-04-30
293,34997,HaNoi,4828327.0,SHIPPING,2025-04-10
294,24107,NgheAn,2856393.0,SHIPPING,2025-08-25
295,18467,ThanhHoa,2519504.0,SHIPPING,2025-03-24
296,13088,BinhDuong,700609.0,CANCELLED,2025-01-27
297,42021,DaNang,1862348.0,PENDING,2025-09-22
298,8171,HoChiMinh,3817953.0,CANCELLED,2025-08-19
299,33644,HaNoi,2192988.0,COMPLETED,2025-08-19
300,22911,DongNai,2080336.0,SHIPPING,2025-09-15
301,24508,HaNoi,4972682.0,CANCELLED,2025-04-25
302,1848,HoChiMinh,504425.0,CANCELLED,2025-03-16
303,9018,HaNoi,4587807.0,SHIPPING,2025-03-13
304,49732,NgheAn,2248521.0,PENDING,2025-02-10
305,1246,HoChiMinh,4176466.0,SHIPPING,2025-02-26
306,18882,HaNoi,618023.0,COMPLETED,2025-08-03
307,41875,BinhDuong,2290997.0,PENDING,2025-09-13
308,39108,CanTho,3163455.0,COMPLETED,2025-03-15
309,19089,HoChiMinh,3077900.0,COMPLETED,2025-10-20
310,27301,HaNoi,3344392.0,CANCELLED,2025-02-04
311,34476,CanTho,3934198.0,PENDING,2025-07-19
312,30811,HaNoi,1940538.0,CANCELLED,2025-05-10
313,48977,HaNoi,3944715.0,CANCELLED,2025-05-04
314,48035,HaiPhong,527283.0,CANCELLED,2025-03-10
315,2906,HoChiMinh,1699351.0,COMPLETED,2025-08-26
316,45574,DaNang,919567.0,COMPLETED,2025-02-02
317,46927,ThanhHoa,2293821.0,CANCELLED,2025-04-14
318,2871,BinhDuong,4430094.0,CANCELLED,2025-06-08
319,33777,HoChiMinh,4078876.0,SHIPPING,2025-05-10
320,2400,ThanhHoa,963606.0,CANCELLED,2025-01-25
321,42975,HoChiMinh,631130.0,CANCELLED,2025-08-12
322,26216,ThanhHoa,4474241.0,SHIPPING,2025-06-23
323,12244,DaNang,2492642.0,CANCELLED,2025-02-12
324,47651,HoChiMinh,2158730.0,COMPLETED,2025-10-07
325,19253,HoChiMinh,409544.0,CANCELLED,2025-06-06
326,29224,HaiPhong,2136319.0,SHIPPING,2025-06-29
327,29304,HaNoi,4351486.0,CANCELLED,2025-08-11
328,17994,HaiPhong,3959474.0,PENDING,2025-02-08
329,43987,HaiPhong,1822923.0,COMPLETED,2025-01-16
330,9358,BinhDuong,3393663.0,SHIPPING,2025-01-18
331,8273,HaNoi,3894792.0,CANCELLED,2025-07-05
332,25091,KhanhHoa,171603.0,COMPLETED,2025-08-19
333,24312,HoChiMinh,3817792.0,COMPLETED,2025-09-29
334,24049,HoChiMinh,3251308.0,COMPLETED,2025-02-28
335,1699,ThanhHoa,2500229.0,SHIPPING,2025-10-15
336,7718,HoChiMinh,1308846.0,SHIPPING,2025-04-20
337,40100,HoChiMinh,4583230.0,SHIPPING,2025-04-13
338,8038,HaNoi,379520.0,COMPLETED,2025-08-16
339,5754,BinhDuong,4838131.0,CANCELLED,2025-06-27
340,46501,HaNoi,2715435.0,CANCELLED,2025-03-22
341,46650,NgheAn,3504094.0,COMPLETED,2025-07-05
342,33342,HaNoi,4925811.0,COMPLETED,2025-05-02
343,32377,HaNoi,2774567.0,CANCELLED,2025-08-28
344,36153,HaNoi,4422390.0,PENDING,2025-06-08
345,26094,KhanhHoa,3597160.0,SHIPPING,2025-07-29
346,37677,HaNoi,4862175.0,PENDING,2025-08-19
347,30529,NgheAn,1729129.0,COMPLETED,2025-03-08
348,28353,DaNang,4342376.0,PENDING,2025-09-23
349,10029,HoChiMinh,818215.0,COMPLETED,2025-06-27
350,34007,DongNai,4231209.0,CANCELLED,2025-04-11
351,41620,KhanhHoa,1379511.0,CANCELLED,2025-10-01
352,6123,DaNang,851493.0,COMPLETED,2025-03-29
353,43171,HaiPhong,4510984.0,CANCELLED,2025-10-16
354,2700,BinhDuong,151584.0,PENDING,2025-10-23
355,17345,HaiPhong,3837125.0,SHIPPING,2025-01-16
356,32640,DongNai,2732432.0,CANCELLED,2025-09-05
357,16049,BinhDuong,3428104.0,CANCELLED,2025-08-21
358,4783,NgheAn,798821.0,SHIPPING,2025-09-05
359,30438,HaNoi,3037235.0,CANCELLED,2025-06-13
360,48117,KhanhHoa,1733399.0,SHIPPING,2025-03-08
361,49851,HoChiMinh,2812640.0,CANCELLED,2025-05-04
362,30571,HaNoi,2253484.0,COMPLETED,2025-02-19
363,3317,HoChiMinh,1926908.0,SHIPPING,2025-05-08
364,10467,BinhDuong,4669420.0,CANCELLED,2025-04-08
365,10443,DaNang,2578477.0,SHIPPING,2025-06-07
366,32596,HaNoi,4726712.0,SHIPPING,2025-05-04
367,14100,CanTho,252804.0,CANCELLED,2025-09-11
368,39159,DongNai,3274758.0,SHIPPING,2025-05-27
369,35173,HaNoi,546410.0,COMPLETED,2025-05-16
370,47678,HoChiMinh,2022238.0,PENDING,2025-07-25
371,3353,CanTho,981330.0,CANCELLED,2025-02-07
372,25320,DaNang,3824377.0,CANCELLED,2025-03-02
373,8433,KhanhHoa,1975580.0,CANCELLED,2025-10-13
374,23961,ThanhHoa,1003299.0,SHIPPING,2025-09-14
375,2639,HaNoi,693812.0,CANCELLED,2025-08-31
376,34035,DaNang,3035240.0,COMPLETED,2025-06-17
377,40179,HoChiMinh,1970843.0,CANCELLED,2025-06-22
378,33248,BinhDuong,2666376.0,CANCELLED,2025-09-01
379,1091,HoChiMinh,3372294.0,SHIPPING,2025-10-26
380,20164,BinhDuong,3629368.0,PENDING,2025-08-31
381,17402,KhanhHoa,3916691.0,COMPLETED,2025-01-27
382,38242,DaNang,2625919.0,SHIPPING,2025-03-17
383,44613,HaNoi,2867126.0,PENDING,2025-04-08
384,1242,HoChiMinh,2099714.0,SHIPPING,2025-04-15
385,26895,DaNang,3061276.0,SHIPPING,2025-02-01
386,46254,HaNoi,1044635.0,CANCELLED,2025-09-02
387,34438,HoChiMinh,4783861.0,SHIPPING,2025-09-30
388,22435,CanTho,3382584.0,CANCELLED,2025-09-05
389,12601,KhanhHoa,1402242.0,CANCELLED,2025-04-26
390,19505,ThanhHoa,3527456.0,SHIPPING,2025-06-12
391,31445,HoChiMinh,4669165.0,CANCELLED,2025-05-28
392,7988,CanTho,2720522.0,SHIPPING,2025-06-26
393,9600,HoChiMinh,1445275.0,PENDING,2025-06-27
394,28992,HaiPhong,3739219.0,COMPLETED,2025-04-14
395,35297,HoChiMinh,2814470.0,CANCELLED,2025-03-12
396,7159,HaiPhong,2938284.0,COMPLETED,2025-01-26
397,43899,DongNai,1136102.0,COMPLETED,2025-01-27
398,6567,HoChiMinh,3589617.0,PENDING,2025-03-12
399,340,KhanhHoa,4889774.0,COMPLETED,2025-07-28
400,42788,DongNai,4393214.0,SHIPPING,2025-04-13
401,49540,KhanhHoa,1612627.0,PENDING,2025-02-15
402,42750,CanTho,2680410.0,PENDING,2025-03-31
403,27387,DongNai,887186.0,PENDING,2025-07-23
404,32466,HaNoi,3747526.0,CANCELLED,2025-01-20
405,608,HoChiMinh,3017887.0,CANCELLED,2025-05-26
406,29777,KhanhHoa,2721069.0,SHIPPING,2025-03-10
407,33045,DaNang,972129.0,PENDING,2025-06-19
408,10650,ThanhHoa,3244944.0,COMPLETED,2025-01-08
409,48275,HoChiMinh,1482171.0,COMPLETED,2025-03-31
410,40040,BinhDuong,4486243.0,SHIPPING,2025-09-21
411,21492,HaNoi,3349587.0,COMPLETED,2025-03-13
412,31291,HoChiMinh,1247755.0,CANCELLED,2025-07-16
413,15436,HoChiMinh,1342302.0,CANCELLED,2025-06-04
414,38173,NgheAn,67064.0,CANCELLED,2025-05-01
415,4072,HaiPhong,2332321.0,COMPLETED,2025-07-27
416,44963,DaNang,4476641.0,CANCELLED,2025-03-02
417,41859,DongNai,1482238.0,COMPLETED,2025-04-23
418,8754,DaNang,2280344.0,CANCELLED,2025-08-01
419,46003,CanTho,2359432.0,COMPLETED,2025-05-07
420,44587,ThanhHoa,4366944.0,PENDING,2025-09-27
421,29279,DaNang,1815306.0,PENDING,2025-02-01
422,35891,DongNai,1018762.0,COMPLETED,2025-03-26
423,21504,BinhDuong,2214784.0,COMPLETED,2025-10-26
424,32036,HaNoi,2556773.0,PENDING,2025-08-21
425,8648,DaNang,2289424.0,PENDING,2025-10-14
426,30303,NgheAn,1547766.0,PENDING,2025-07-22
427,16677,BinhDuong,3731564.0,PENDING,2025-01-24
428,27768,HoChiMinh,328162.0,PENDING,2025-02-05
429,30938,HaNoi,2050246.0,COMPLETED,2025-08-04
430,24541,KhanhHoa,1918573.0,SHIPPING,2025-07-12
431,5260,NgheAn,3312345.0,COMPLETED,2025-06-28
432,7775,HaNoi,2690920.0,COMPLETED,2025-04-25
433,228,ThanhHoa,4892669.0,SHIPPING,2025-10-06
434,27796,CanTho,4118569.0,COMPLETED,2025-08-24
435,22686,HaNoi,950517.0,PENDING,2025-01-17
436,43267,HoChiMinh,3832607.0,PENDING,2025-05-04
437,13506,HaNoi,2973781.0,SHIPPING,2025-01-25
438,16039,ThanhHoa,2017304.0,COMPLETED,2025-10-04
439,14239,ThanhHoa,3882557.0,COMPLETED,2025-09-15
440,18958,HaNoi,4582821.0,CANCELLED,2025-10-23
441,39186,ThanhHoa,4093729.0,COMPLETED,2025-06-04
442,9389,KhanhHoa,2611043.0,SHIPPING,2025-06-03
443,18033,HaNoi,4743116.0,COMPLETED,2025-08-07
444,36429,DaNang,4861728.0,SHIPPING,2025-09-26
445,20889,NgheAn,2047213.0,CANCELLED,2025-07-12
446,12051,ThanhHoa,2372859.0,COMPLETED,2025-06-03
447,46372,HaNoi,2320496.0,PENDING,2025-10-15
448,27046,KhanhHoa,2790861.0,COMPLETED,2025-07-18
449,15916,HoChiMinh,1658012.0,PENDING,2025-08-19
450,24319,HaNoi,3625678.0,COMPLETED,2025-01-27
451,17594,HoChiMinh,3028798.0,PENDING,2025-02-07
