order_id,customer_id,province,amount,status,order_date,updated_at
622,160,HaiPhong,13967711.0,SHIPPING,2025-04-02,2025-04-02 07:03:00
2407,4,HaNoi,14688615.0,COMPLETED,2025-07-12,2025-07-12 05:25:00
976,1,NgheAn,6004718.0,CANCELLED,2025-10-11,2025-10-11 12:34:00
2557,73,HaiPhong,12563268.0,COMPLETED,2025-04-17,2025-04-17 23:16:00
645,83,CanTho,6939364.0,CANCELLED,2025-07-04,2025-07-04 02:42:00
2141,200,CanTho,254808.0,PENDING,2025-05-06,2025-05-08 03:02:00
229,16,CanTho,2537220.0,CANCELLED,2025-06-14,2025-06-14 10:51:00
2492,193,HaNoi,12413557.0,PENDING,2025-08-05,2025-08-05 11:48:00
492,118,HaNoi,18601604.0,SHIPPING,2025-03-20,2025-03-20 12:51:00
2583,19,CanTho,10623745.0,PENDING,2025-04-03,2025-04-03 00:53:00
1660,80,HoChiMinh,18054018.0,SHIPPING,2025-08-28,2025-08-28 06:28:00
2766,55,NgheAn,5991879.0,PENDING,2025-07-08,2025-07-08 23:57:00
1351,41,HoChiMinh,13966102.0,SHIPPING,2025-10-07,2025-10-07 21:43:00
730,84,HoChiMinh,4350589.0,COMPLETED,2025-08-29,2025-08-29 21:49:00
2251,136,HoChiMinh,12994821.0,SHIPPING,2025-10-15,2025-10-15 05:00:00
853,38,HaiPhong,2492481.0,PENDING,2025-07-27,2025-07-27 09:07:00
242,133,NgheAn,6883688.0,PENDING,2025-05-13,2025-05-13 16:01:00
848,41,NgheAn,8800767.0,PENDING,2025-03-01,2025-03-01 07:35:00
918,94,HaiPhong,4570678.0,PENDING,2025-01-26,2025-01-26 13:46:00
2787,132,NgheAn,0,COMPLETED,2025-01-09,2025-01-09 01:14:00
1366,1,HaNoi,3871350.0,COMPLETED,2025-06-17,2025-06-17 09:56:00
2373,107,HaiPhong,2717173.0,COMPLETED,2025-01-05,2025-01-05 15:58:00
1072,65,CanTho,2491303.0,SHIPPING,2025-09-26,2025-09-26 08:10:00
2122,156,HaNoi,16878081.0,CANCELLED,2025-05-02,2025-05-02 23:58:00
2970,92,NgheAn,11288701.0,PENDING,2025-06-10,2025-06-10 08:02:00
881,65,HaNoi,7555924.0,PENDING,2025-08-05,2025-08-05 00:13:00
2974,137,CanTho,-218633,SHIPPING,2025-09-25,2025-09-25 02:05:00
2969,95,CanTho,18206176.0,SHIPPING,2025-13-40,2025-02-23 08:35:00
1342,94,HaNoi,4982024.0,PENDING,2025-03-26,2025-03-26 21:31:00
538,180,CanTho,5455742.0,COMPLETED,2025-01-28,2025-01-28 10:07:00
2877,173,CanTho,946042.0,PENDING,2025-02-05,2025-02-05 06:04:00
2409,31,HaNoi,2808498.0,SHIPPING,2025-07-24,2025-07-24 07:05:00
1670,161,DaNang,10211451.0,COMPLETED,2025-04-04,2025-04-04 13:52:00
2684,5,DaNang,6409780.0,PENDING,2025-05-03,2025-05-03 04:14:00
2880,109,CanTho,13164744.0,PENDING,2025-09-24,2025-09-24 18:49:00
2247,124,HaNoi,13928051.0,SHIPPING,2025-09-25,2025-09-25 05:40:00
1207,84,HaNoi,19590124.0,PENDING,2025-06-01,2025-06-01 09:27:00
188,155,DaNang,13276028.0,SHIPPING,31/02/2025,2025-03-03 14:28:00
78,169,HaiPhong,17071169.0,COMPLETED,2025-10-03,2025-10-03 12:17:00
2165,191,CanTho,10662181.0,COMPLETED,2025-02-03,2025-02-03 13:57:00
84,130,DaNang,19004986.0,PENDING,2025-06-19,2025-06-19 16:26:00
80,39,DaNang,4827864.0,CANCELLED,2025-06-18,2025-06-18 02:20:00
133,150,DaNang,6956720.0,COMPLETED,2025-08-26,2025-08-26 03:44:00
1344,64,HoChiMinh,13017956.0,SHIPPING,2025-03-16,2025-03-16 05:22:00
2298,144,NgheAn,12797057.0,CANCELLED,2025-05-14,2025-05-14 00:49:00
1337,164,HoChiMinh,14843985.0,COMPLETED,2025-09-05,2025-09-05 09:39:00
446,150,DaNang,585632.0,PENDING,2025-03-03,2025-03-03 23:58:00
338,200,HaiPhong,5828420.0,PENDING,2025-04-22,2025-04-22 08:23:00
1638,105,HoChiMinh,11332515.0,COMPLETED,2025-13-40,2025-10-25 03:56:00
2320,46,DaNang,4218212.0,COMPLETED,2025-05-01,2025-05-01 16:59:00
954,92,HaNoi,-176486,PENDING,2025-03-11,2025-03-11 19:02:00
996,316,HaiPhong,16198412.0,SHIPPING,2025-06-10,2025-06-10 06:28:00
2294,9,NgheAn,12485864.0,COMPLETED,31/02/2025,2025-09-04 18:16:00
2533,34,HaNoi,898679.0,COMPLETED,2025-08-04,2025-08-04 00:34:00
1690,73,HaiPhong,17623301.0,SHIPPING,2025-06-26,2025-06-26 09:27:00
1445,71,HaNoi,1936646.0,PENDING,2025-05-07,2025-05-07 01:17:00
231,141,HaiPhong,11716111.0,Completed,2025-05-07,2025-05-07 21:11:00
2064,10,CanTho,7855238.0,SHIPPING,2025-02-09,2025-02-09 19:36:00
2838,91,DaNang,,CANCELLED,2025-01-12,2025-01-12 14:18:00
97,12,DaNang,3241760.0,SHIPPING,2025-04-19,2025-04-19 14:28:00
1041,84,NgheAn,13281054.0,PENDING,2025-05-26,2025-05-26 13:22:00
898,25,HaNoi,4415835.0,CANCELLED,2025-08-27,2025-08-27 05:35:00
2410,78,HoChiMinh,0,COMPLETED,2025-09-11,2025-09-11 13:22:00
2966,100,HaiPhong,10972401.0,CANCELLED,2025-04-09,2025-04-09 03:53:00
2728,28,HaNoi,14741022.0,PENDING,2025-13-40,2025-10-23 07:33:00
123,174,HaiPhong,19012951.0,PENDING,2025-01-22,2025-01-22 00:21:00
1147,21,NgheAn,10951247.0,SHIPPING,2025-09-15,2025-09-15 09:52:00
1553,100,CanTho,12466640.0,SHIPPING,2025-02-03,2025-02-03 19:44:00
34,43,HoChiMinh,17203376.0,CANCELLED,2025-03-21,2025-03-21 17:10:00
2798,160,HaiPhong,12376916.0,cancelled,2025-02-01,2025-02-01 06:21:00
268,527,DaNang,5638120.0,PENDING,2025-08-15,2025-08-15 23:21:00
1138,38,CanTho,4871505.0,COMPLETED,2025-02-28,2025-02-28 11:18:00
2323,21,HaiPhong,5583198.0,PENDING,2025-10-22,2025-10-22 14:54:00
2881,45,HaiPhong,19721712.0,CANCELLED,2025-08-18,2025-08-18 06:09:00
596,53,HaNoi,2830807.0,COMPLETED,2025-03-23,2025-03-23 09:03:00
1989,130,HaNoi,12944668.0,COMPLETED,2025-03-17,2025-03-17 18:57:00
1024,166,HaNoi,10892192.0,COMPLETED,2025-09-02,2025-09-02 01:10:00
712,183,CanTho,2366876.0,PENDING,2025-06-11,2025-06-11 22:19:00
2504,17,NgheAn,16291070.0,COMPLETED,2025-13-40,2025-01-24 11:37:00
2844,30,NgheAn,7704323.0,SHIPPING,2025-09-14,2025-09-14 22:42:00
2922,82,HoChiMinh,8194037.0,COMPLETED,2025-01-20,2025-01-20 06:12:00
2072,122,NgheAn,12756343.0,PENDING,2025-03-15,2025-03-15 15:11:00
826,164,HaiPhong,9982568.0,SHIPPING,2025-03-03,2025-03-03 11:35:00
2464,62,HaNoi,11065275.0,PENDING,2025-06-02,2025-06-02 16:30:00
847,94,HaiPhong,9455557.0,COMPLETED,2025-01-11,2025-01-11 16:28:00
2088,259,HaiPhong,4369723.0,CANCELLED,2025-01-21,2025-01-21 02:02:00
2387,10,DaNang,9396428.0,CANCELLED,2025-03-31,2025-04-01 19:48:00
2527,64,HaNoi,10633938.0,CANCELLED,2025-10-05,2025-10-05 04:59:00
323,12,DaNang,4366602.0,PENDING,2025-01-16,2025-01-16 04:46:00
965,182,HaNoi,4327213.0,PENDING,2025-07-27,2025-07-27 01:42:00
1132,187,DaNang,16315281.0,COMPLETED,2025-07-17,2025-07-17 00:39:00
2762,157,HoChiMinh,12606502.0,SHIPPING,2025-03-04,2025-03-04 23:26:00
2605,161,HaNoi,876791.0,COMPLETED,2025-08-30,2025-08-30 11:21:00
1379,186,HaNoi,1865448.0,SHIPPING,,2025-02-15 17:04:00
1518,124,NgheAn,5422861.0,PENDING,2025-04-01,2025-04-01 00:53:00
1948,158,DaNang,2630248.0,PENDING,2025-07-20,2025-07-20 20:33:00
2932,242,DaNang,4806225.0,CANCELLED,2025-04-12,2025-04-12 07:12:00
731,37,HaiPhong,7667630.0,SHIPPING,2025-04-04,2025-04-04 18:52:00
1181,80,HaNoi,18906978.0,SHIPPING,2025-07-12,2025-07-14 15:57:00
2638,29,HoChiMinh,18250334.0,SHIPPING,2025-10-17,2025-10-17 19:32:00
1664,154,HoChiMinh,8565221.0,SHIPPING,2025-05-18,2025-05-18 01:39:00
2505,372,CanTho,3258467.0,CANCELLED,2025-04-14,2025-04-14 03:50:00
1485,80,HaNoi,7389249.0,SHIPPING,2025-07-18,2025-07-18 21:24:00
398,142,CanTho,6723744.0,PENDING,2025-07-01,2025-07-01 13:58:00
967,13,HaNoi,13416070.0,COMPLETED,2025-03-11,2025-03-11 02:18:00
1190,77,HoChiMinh,19144598.0,COMPLETED,2025-10-28,2025-10-28 16:25:00
743,13,NgheAn,17005842.0,CANCELLED,2025-03-11,2025-03-11 09:59:00
350,181,HaNoi,9617247.0,PENDING,2025-07-31,2025-07-31 09:55:00
1881,40,HaNoi,9628681.0,SHIPPING,2025-01-16,2025-01-16 07:20:00
491,98,HaiPhong,11738621.0,SHIPPING,2025-05-30,2025-05-30 20:36:00
2861,152,HaiPhong,6326269.0,COMPLETED,2025-04-13,2025-04-13 12:03:00
72,3,HaiPhong,951334.0,SHIPPING,2025-07-30,2025-07-30 02:34:00
2517,8,HoChiMinh,3964127.0,SHIPPING,2025-09-26,2025-09-26 16:25:00
1039,118,CanTho,523620.0,CANCELLED,2025-05-24,2025-05-24 18:28:00
1579,118,HaNoi,7355392.0,COMPLETED,31/02/2025,2025-09-12 18:01:00
290,47,CanTho,13467593.0,PENDING,2025-01-11,2025-01-11 04:31:00
1853,151,HoChiMinh,14281555.0,PENDING,2025-03-26,2025-03-26 22:41:00
2493,72,NgheAn,11900362.0,Shipping,2025-07-16,2025-07-16 05:12:00
2036,169,CanTho,17114936.0,COMPLETED,2025-01-07,2025-01-07 07:32:00
902,80,CanTho,19615644.0,PENDING,2025-03-24,2025-03-24 20:26:00
1713,15,HaNoi,13577892.0,SHIPPING,2025-04-29,2025-04-29 12:35:00
334,89,HaiPhong,4167175.0,COMPLETED,2025-01-11,2025-01-11 10:30:00
488,6,NgheAn,14794615.0,PENDING,2025-06-15,2025-06-15 08:18:00
731,37,HaiPhong,9042751.0,COMPLETED,2025-04-04,2025-04-05 17:52:00
345,79,HaiPhong,17907489.0,SHIPPING,2025-02-13,2025-02-13 05:23:00
2467,151,NgheAn,215223.0,CANCELLED,2025-06-05,2025-06-05 02:22:00
261,7,HaNoi,18822691.0,SHIPPING,2025-01-18,2025-01-18 20:40:00
119,82,DaNang,4845572.0,CANCELLED,2025-06-16,2025-06-16 07:45:00
634,89,HoChiMinh,9185519.0,COMPLETED,2025-07-28,2025-07-28 07:20:00
1442,22,HaNoi,19610199.0,CANCELLED,,2025-02-18 08:48:00
2878,59,CanTho,16097253.0,PENDING,2025-02-15,2025-02-15 02:18:00
903,175,DaNang,5123184.0,PENDING,2025-04-12,2025-04-12 09:09:00
2269,75,DaNang,16929394.0,CANCELLED,2025-09-26,2025-09-26 02:35:00
2574,40,HaNoi,15821031.0,cancelled,2025-10-27,2025-10-27 22:19:00
1451,90,HaNoi,14173078.0,CANCELLED,2025-07-04,2025-07-04 17:14:00
103,150,HoChiMinh,18557780.0,CANCELLED,2025-10-07,2025-10-07 18:58:00
1166,49,DaNang,3275112.0,CANCELLED,2025-03-25,2025-03-25 23:04:00
2179,115,NgheAn,5240507.0,CANCELLED,2025-05-09,2025-05-09 09:31:00
2664,158,NgheAn,13631103.0,SHIPPING,2025-07-11,2025-07-11 12:23:00
1696,284,CanTho,19350791.0,COMPLETED,2025-09-08,2025-09-08 05:33:00
2258,671,CanTho,15026573.0,CANCELLED,2025-06-15,2025-06-15 18:41:00
2283,26,HaNoi,5979397.0,SHIPPING,2025-03-09,2025-03-09 03:35:00
539,142,CanTho,19395732.0,Pending,2025-07-25,2025-07-25 02:09:00
1009,78,HoChiMinh,0,PENDING,2025-08-14,2025-08-14 01:32:00
1081,61,HaiPhong,17077145.0,PENDING,2025-09-20,2025-09-20 00:24:00
215,105,HaNoi,10036680.0,PENDING,2025-01-01,2025-01-01 11:26:00
1640,84,DaNang,18492087.0,SHIPPING,2025-05-03,2025-05-03 07:00:00
45,39,NgheAn,2173385.0,CANCELLED,2025-05-20,2025-05-20 22:31:00
1226,77,HoChiMinh,18331277.0,SHIPPING,2025-07-09,2025-07-09 21:30:00
2363,95,NgheAn,17027715.0,PENDING,2025-05-04,2025-05-04 18:25:00
2804,17,CanTho,19345418.0,Completed,2025-03-08,2025-03-08 10:40:00
2417,119,CanTho,11022482.0,CANCELLED,2025-07-13,2025-07-14 16:25:00
1454,131,HaNoi,19462413.0,CANCELLED,2025-01-17,2025-01-17 04:48:00
227,85,HoChiMinh,13420133.0,PENDING,2025-03-28,2025-03-28 12:49:00
1438,120,CanTho,16050643.0,SHIPPING,2025-10-17,2025-10-17 13:11:00
2753,185,CanTho,1669859.0,COMPLETED,2025-06-27,2025-06-27 18:42:00
2652,32,HaiPhong,11097456.0,SHIPPING,2025-09-03,2025-09-03 20:31:00
728,11,HoChiMinh,909662.0,COMPLETED,2025-02-21,2025-02-21 08:33:00
2073,188,CanTho,5808104.0,CANCELLED,2025-03-23,2025-03-23 10:21:00
2567,149,NgheAn,1368604.0,SHIPPING,2025-02-07,2025-02-07 19:15:00
948,179,CanTho,8071376.0,CANCELLED,2025-13-40,2025-06-30 08:32:00
2904,11,HaNoi,0,SHIPPING,2025-10-22,2025-10-22 05:33:00
2163,177,DaNang,5806205.0,COMPLETED,2025-03-19,2025-03-19 00:20:00
1144,58,CanTho,12842153.0,COMPLETED,2025-01-29,2025-01-29 18:04:00
664,133,HoChiMinh,7035414.0,CANCELLED,2025-02-10,2025-02-10 12:50:00
849,62,NgheAn,9759203.0,PENDING,2025-09-21,2025-09-21 11:42:00
973,33,CanTho,16191850.0,SHIPPING,2025-01-25,2025-01-25 22:47:00
90,144,CanTho,5246814.0,PENDING,2025-01-31,2025-01-31 03:22:00
2929,481,CanTho,17060367.0,SHIPPING,2025-08-29,2025-08-29 06:45:00
2524,186,CanTho,13893100.0,PENDING,2025-05-20,2025-05-20 03:07:00
2871,56,HaNoi,3454430.0,SHIPPING,2025-03-12,2025-03-12 15:14:00
1895,93,HaiPhong,18765721.0,CANCELLED,2025-03-09,2025-03-10 13:13:00
2361,22,CanTho,10217896.0,CANCELLED,2025-10-19,2025-10-19 05:23:00
313,131,HaiPhong,14023669.0,COMPLETED,2025-04-15,2025-04-15 01:31:00
1346,24,HaiPhong,3022387.0,SHIPPING,,2025-10-10 02:24:00
2813,69,HaNoi,19887988.0,SHIPPING,2025-09-03,2025-09-03 19:47:00
1567,88,HaNoi,17396847.0,PENDING,2025-02-12,2025-02-12 09:14:00
2674,190,HaiPhong,13061721.0,SHIPPING,2025-09-24,2025-09-24 11:50:00
2553,175,HoChiMinh,18962801.0,SHIPPING,2025-10-10,2025-10-10 10:48:00
2346,42,HoChiMinh,-61984,SHIPPING,2025-06-24,2025-06-24 17:27:00
744,127,HaNoi,12320576.0,PENDING,2025-05-17,2025-05-17 01:20:00
498,145,NgheAn,10077353.0,COMPLETED,2025-09-06,2025-09-06 10:43:00
2542,199,HaiPhong,7327934.0,PENDING,2025-10-28,2025-10-28 02:05:00
683,71,HoChiMinh,9377420.0,SHIPPING,2025-02-01,2025-02-01 07:25:00
1468,80,CanTho,2784219.0,COMPLETED,2025-01-14,2025-01-14 12:00:00
2987,58,HoChiMinh,16694495.0,SHIPPING,2025-01-26,2025-01-26 18:37:00
1091,139,HoChiMinh,-416133,SHIPPING,2025-02-26,2025-02-26 15:27:00
1549,52,CanTho,7006194.0,SHIPPING,2025-09-15,2025-09-15 21:09:00
2615,29,NgheAn,16062121.0,COMPLETED,2025-10-18,2025-10-18 09:26:00
1926,173,HoChiMinh,18924575.0,SHIPPING,2025-10-18,2025-10-18 21:28:00
1801,126,NgheAn,12590666.0,COMPLETED,2025-10-20,2025-10-20 19:04:00
206,62,HaiPhong,7394995.0,SHIPPING,2025-08-16,2025-08-16 19:06:00
2234,673,DaNang,17773278.0,PENDING,2025-03-10,2025-03-10 06:25:00
1224,29,HaiPhong,12586520.0,CANCELLED,2025-04-13,2025-04-13 23:25:00
2852,56,HaiPhong,15531145.0,COMPLETED,,2025-02-28 18:40:00
442,10,NgheAn,19022456.0,PENDING,2025-09-02,2025-09-02 13:59:00
1280,127,HaNoi,10898216.0,CANCELLED,2025-01-07,2025-01-07 23:24:00
1101,495,HaiPhong,7414368.0,CANCELLED,2025-09-22,2025-09-22 18:10:00
2820,172,DaNang,13410257.0,CANCELLED,2025-09-14,2025-09-14 17:11:00
325,516,CanTho,19710466.0,COMPLETED,2025-01-30,2025-01-30 15:21:00
1637,169,HoChiMinh,12157007.0,SHIPPING,2025-05-26,2025-05-26 15:46:00
485,119,DaNang,3775051.0,COMPLETED,2025-04-15,2025-04-15 19:37:00
1605,127,HaNoi,2787069.0,SHIPPING,2025-06-09,2025-06-09 21:15:00
2496,9,CanTho,6552928.0,COMPLETED,2025-05-23,2025-05-23 17:27:00
1140,16,HaiPhong,9402859.0,COMPLETED,2025-03-02,2025-03-02 00:22:00
461,16,HaNoi,1375345.0,COMPLETED,2025-02-18,2025-02-18 01:06:00
327,30,HaiPhong,13395476.0,COMPLETED,2025-04-16,2025-04-17 15:22:00
989,86,CanTho,-137249,CANCELLED,2025-02-28,2025-02-28 10:38:00
2478,59,HaiPhong,5989368.0,COMPLETED,2025-09-14,2025-09-14 17:34:00
1494,101,HaNoi,4321450.0,PENDING,2025-02-16,2025-02-16 05:13:00
1741,188,HaNoi,-62894,CANCELLED,2025-04-02,2025-04-02 21:23:00
1151,20,CanTho,19960365.0,COMPLETED,2025-07-28,2025-07-28 10:34:00
1870,169,CanTho,10221004.0,PENDING,2025-03-05,2025-03-05 21:39:00
530,110,HaiPhong,15555084.0,COMPLETED,2025-03-28,2025-03-28 00:19:00
2111,195,DaNang,11717431.0,COMPLETED,2025-05-02,2025-05-02 18:51:00
1435,82,CanTho,4515461.0,PENDING,2025-03-02,2025-03-02 19:46:00
1756,90,HaNoi,12901858.0,Cancelled,2025-07-08,2025-07-08 18:26:00
228,165,DaNang,111427.0,PENDING,2025-08-15,2025-08-15 18:31:00
1231,23,DaNang,2821490.0,PENDING,2025-07-13,2025-07-13 02:23:00
156,25,HaNoi,4484755.0,PENDING,2025-07-18,2025-07-18 09:56:00
2515,81,HoChiMinh,19973658.0,CANCELLED,2025-07-25,2025-07-25 22:42:00
322,27,HoChiMinh,6082729.0,SHIPPING,2025-10-20,2025-10-20 02:32:00
2462,84,NgheAn,13620278.0,PENDING,2025-06-22,2025-06-22 01:58:00
1769,117,NgheAn,5254233.0,CANCELLED,2025-02-05,2025-02-05 01:42:00
1736,132,HaiPhong,5237824.0,PENDING,2025-08-02,2025-08-02 07:34:00
623,32,DaNang,5585088.0,SHIPPING,2025-04-04,2025-04-04 10:53:00
1197,115,NgheAn,13186063.0,SHIPPING,31/02/2025,2025-10-06 01:43:00
1930,355,CanTho,4925749.0,CANCELLED,2025-05-10,2025-05-10 22:08:00
2328,99,HaiPhong,5508321.0,PENDING,2025-09-04,2025-09-04 00:47:00
1137,78,CanTho,19556841.0,SHIPPING,2025-01-14,2025-01-14 16:51:00
2094,7,HaNoi,16367977.0,CANCELLED,2025-06-17,2025-06-17 06:48:00
2508,9,HoChiMinh,5397171.0,COMPLETED,2025-07-30,2025-07-30 17:21:00
691,51,HaiPhong,19561271.0,COMPLETED,2025-05-10,2025-05-10 08:46:00
1453,154,NgheAn,7137674.0,COMPLETED,2025-01-16,2025-01-16 00:42:00
1428,111,HaiPhong,17725708.0,CANCELLED,2025-02-12,2025-02-12 08:17:00
2054,92,DaNang,19776350.0,SHIPPING,2025-05-16,2025-05-16 02:31:00
2535,108,HaiPhong,19631293.0,completed,2025-07-01,2025-07-01 18:42:00
1170,22,HoChiMinh,2343557.0,PENDING,2025-10-28,2025-10-28 08:44:00
168,79,HaNoi,16229166.0,COMPLETED,2025-06-23,2025-06-23 05:23:00
761,62,HoChiMinh,13717380.0,CANCELLED,2025-09-21,2025-09-21 16:20:00
2875,168,DaNang,10100965.0,CANCELLED,2025-08-17,2025-08-17 11:28:00
1262,19,CanTho,5638769.0,COMPLETED,2025-06-21,2025-06-21 12:37:00
2397,93,CanTho,1553342.0,PENDING,2025-10-16,2025-10-16 04:19:00
885,154,HoChiMinh,11355196.0,COMPLETED,31/02/2025,2025-02-15 05:52:00
2942,8,CanTho,2748140.0,SHIPPING,2025-06-06,2025-06-06 16:00:00
2066,145,HaiPhong,4863812.0,PENDING,2025-08-04,2025-08-04 10:43:00
1189,136,CanTho,6942956.0,PENDING,2025-06-09,2025-06-09 16:33:00
571,103,HaNoi,14305063.0,CANCELLED,2025-03-23,2025-03-25 11:26:00
